DATE,ABAN
2014-05-28,101
2014-05-29,100
2014-05-30,101.7
2014-06-02,99.8
2014-06-03,104
2014-06-04,103.6
2014-06-05,101.5
2014-06-06,103.7
2014-06-10,100
2014-06-11,101.6
2014-06-13,101
2014-06-16,103.8
2014-06-17,102
2014-06-18,101
2014-06-19,103.9
2014-06-20,102
2014-06-24,102
2014-06-25,103
2014-06-26,102
2014-06-27,101.6
2014-06-30,101.7
2014-07-01,103
2014-07-02,102
2014-07-03,104
2014-07-04,105
2014-07-07,110.2
2014-07-08,117.9
2014-07-09,116.1
2014-07-10,111
2014-07-11,110
2014-07-14,107.4
2014-07-15,112
2014-07-16,111.9
2014-07-17,115
2014-07-18,112.9
2014-07-21,115.8
2014-07-22,115.1
2014-07-23,116.6
2014-07-24,117.5
2014-07-25,117
2014-07-28,118.7
2014-07-30,118
2014-07-31,116.3
2014-08-01,116.5
2014-08-04,115.2
2014-08-05,116
2014-08-06,117.9
2014-08-07,123
2014-08-08,123.8
2014-08-11,124.5
2014-08-12,125
2014-08-13,129.2
2014-08-14,131
2014-08-15,117.5
2014-08-18,115.8
2014-08-19,117
2014-08-20,115.1
2014-08-21,115.2
2014-08-22,115
2014-08-25,119.7
2014-08-27,115.1
2014-08-28,115
2014-08-29,118.7
2014-09-01,118
2014-09-03,118.3
2014-09-04,117.9
2014-09-05,119.4
2014-09-09,123.4
2014-09-10,124.9
2014-09-11,125.1
2014-09-12,125.5
2014-09-15,125
2014-09-16,124.4
2014-09-17,124.8
2014-09-18,126.4
2014-09-19,128
2014-09-22,129.7
2014-09-23,129
2014-09-24,128
2014-09-25,128
2014-09-26,126.5
2014-09-29,125
2014-09-30,128.1
2014-10-01,125
2014-10-02,127.8
2014-10-03,120.9
2014-10-09,123.1
2014-10-10,123.8
2014-10-13,121.9
2014-10-14,123
2014-10-15,124
2014-10-17,122.8
2014-10-20,121
2014-10-21,120
2014-10-23,119.8
2014-10-24,117
2014-10-27,117
2014-10-28,117.2
2014-10-29,118.1
2014-10-30,118
2014-10-31,119.1
2014-11-03,119
2014-11-04,118.3
2014-11-05,118.5
2014-11-07,118.6
2014-11-10,117.5
2014-11-11,121
2014-11-12,119.3
2014-11-13,125.7
2014-11-14,125
2014-11-17,123
2014-11-18,129.2
2014-11-19,126
2014-11-20,125.2
2014-11-24,122
2014-11-25,118
2014-11-26,117.2
2014-11-27,116.5
2014-11-28,117
2014-12-01,112
2014-12-02,121.6
2014-12-03,122
2014-12-09,117.1
2014-12-10,116.5
2014-12-11,116.5
2014-12-12,116
2014-12-16,116.1
2014-12-17,114.3
2014-12-18,117.4
2014-12-19,116.1
2014-12-23,115.6
2014-12-29,115.5
2014-12-30,118.5
2014-12-31,118.5
2015-01-02,119
2015-01-06,119
2015-01-07,119.2
2015-01-08,119.8
2015-01-09,121.2
2015-01-12,125
2015-01-13,120.2
2015-01-16,126.9
2015-01-19,120.9
2015-01-20,121
2015-01-21,121
2015-01-26,120.3
2015-01-27,118
2015-01-28,118
2015-01-29,118
2015-01-30,123.5
2015-02-02,115.5
2015-02-06,120
2015-02-09,120
2015-02-10,123.1
2015-02-11,123
2015-02-12,120
2015-02-13,122.9
2015-02-16,120.9
2015-02-18,114
2015-02-19,114
2015-02-20,120
2015-02-23,119.9
2015-02-25,115
2015-03-02,110.3
2015-03-03,110.7
2015-03-04,111
2015-03-09,110.6
2015-03-10,110.6
2015-03-13,111.1
2015-03-16,113.1
2015-03-17,115
2015-03-18,114.9
2015-03-24,105
2015-03-25,113
2015-03-27,105.1
2015-03-30,110
2015-03-31,105.7
2015-04-01,106
2015-04-06,110.2
2015-04-07,110
2015-04-09,106.1
2015-04-16,113.1
2015-04-17,118
2015-04-20,118
2015-04-22,117
2015-04-24,116
2015-04-27,118
2015-04-28,114.9
2015-04-29,115
2015-04-30,115.1
2015-05-05,111
2015-05-06,116.8
2015-05-07,117.4
2015-05-08,121.3
2015-05-11,123
2015-05-12,122.7
2015-05-13,125.3
2015-05-14,124.6
2015-05-15,123
2015-05-18,125.4
2015-05-20,120
2015-05-21,127.4
2015-05-22,125
2015-05-25,121.5
2015-05-27,126.7
2015-05-28,125
2015-05-29,124.8
2015-06-01,125.6
2015-06-03,120.1
2015-06-04,125
2015-06-05,116
2015-06-08,120
2015-06-09,121.2
2015-06-10,124
2015-06-11,123
2015-06-12,123.9
2015-06-16,121
2015-06-17,118.1
2015-06-18,118.1
2015-06-19,120
2015-06-22,121
2015-06-23,121
2015-06-24,123
2015-06-29,122
2015-06-30,122.5
2015-07-02,118
2015-07-03,118
2015-07-06,118
2015-07-07,122
2015-07-08,122
2015-07-09,117
2015-07-13,117
2015-07-14,117
2015-07-15,121
2015-07-16,121
2015-07-17,121
2015-07-20,122
2015-07-21,120
2015-07-22,126
2015-07-23,128.7
2015-07-24,133.7
2015-07-27,131.8
2015-07-28,130.4
2015-07-29,135.2
2015-07-30,135.2
2015-08-03,135.2
2015-08-04,132
2015-08-05,138.5
2015-08-06,141.8
2015-08-07,140.7
2015-08-10,146.5
2015-08-11,158.7
2015-08-12,154.3
2015-08-13,155.7
2015-08-14,162.6
2015-08-17,155.5
2015-08-18,153
2015-08-19,152.6
2015-08-20,149.9
2015-08-21,153
2015-08-24,145.5
2015-08-25,140.6
2015-08-26,143.9
2015-08-27,150.7
2015-08-28,153
2015-08-31,147.1
2015-09-01,147.1
2015-09-02,145.5
2015-09-03,145.2
2015-09-04,145.1
2015-09-07,143
2015-09-08,140.3
2015-09-09,142.8
2015-09-10,140
2015-09-11,139
2015-09-14,139
2015-09-15,145
2015-09-16,140.2
2015-09-17,139.7
2015-09-18,140
2015-09-21,137.2
2015-09-22,144.6
2015-09-23,143.7
2015-09-25,143.6
2015-09-28,138.3
2015-09-29,139
2015-09-30,137.8
2015-10-01,140
2015-10-02,142
2015-10-05,139.9
2015-10-06,140.7
2015-10-07,144.8
2015-10-08,145.4
2015-10-09,148.2
2015-10-12,146
2015-10-13,143.4
2015-10-14,143
2015-10-15,140
2015-10-16,139.9
2015-10-19,139.9
2015-10-20,139.9
2015-10-21,140
2015-10-22,147.1
2015-10-23,150.1
2015-10-26,150.1
2015-10-28,150.1
2015-10-29,145.7
2015-10-30,142.3
2015-11-02,144.8
2015-11-03,144.2
2015-11-05,138.3
2015-11-06,138.3
2015-11-11,140
2015-11-12,140
2015-11-13,139.9
2015-11-16,141.9
2015-11-17,142.8
2015-11-18,144.6
2015-11-19,146
2015-11-23,147.1
2015-11-24,143
2015-11-27,143
2015-12-02,143
2015-12-03,143
2015-12-04,145.8
2015-12-08,140.4
2015-12-09,140.4
2015-12-10,140.4
2015-12-11,140
2015-12-14,138.3
2015-12-15,137.4
2015-12-16,139
2015-12-17,139
2015-12-18,139
2015-12-21,139
2015-12-22,140
2015-12-23,140
2015-12-28,139
2015-12-29,138.9
2015-12-30,138.9
2015-12-31,135.4
2016-01-04,135.4
2016-01-06,135.6
2016-01-07,135.6
2016-01-08,131.6
2016-01-11,128
2016-01-12,128
2016-01-13,125
2016-01-14,124.8
2016-01-18,120
2016-01-19,116.4
2016-01-21,118.6
2016-01-22,119
2016-01-25,119.1
2016-01-27,119.1
2016-01-28,119
2016-01-29,120
2016-02-01,120
2016-02-02,119.9
2016-02-03,119.9
2016-02-05,120.3
2016-02-08,120
2016-02-09,117.4
2016-02-10,120
2016-02-11,115
2016-02-15,114
2016-02-16,116.4
2016-02-17,118.6
2016-02-18,119.8
2016-02-19,120.9
2016-02-23,117
2016-02-24,116.5
2016-02-25,116.5
2016-02-29,112
2016-03-01,116
2016-03-02,110.1
2016-03-03,110
2016-03-04,108.1
2016-03-08,102.8
2016-03-09,103.1
2016-03-10,108.6
2016-03-11,108.5
2016-03-14,106.6
2016-03-15,106.9
2016-03-16,111.1
2016-03-17,112.6
2016-03-18,109
2016-03-23,110
2016-03-24,110
2016-03-28,110
2016-03-29,101
2016-03-30,101
2016-03-31,111.1
2016-04-01,111.1
2016-04-04,112.8
2016-04-05,116.3
2016-04-06,116.3
2016-04-07,120
2016-04-08,120.1
2016-04-11,118
2016-04-12,121
2016-04-15,122.9
2016-04-18,120.4
2016-04-20,123.3
2016-04-22,123.6
2016-04-25,120
2016-04-26,125.4
2016-04-27,127.1
2016-04-28,129.1
2016-04-29,132
2016-05-03,131
2016-05-04,130.1
2016-05-05,130
2016-05-06,132
2016-05-09,130
2016-05-10,128.8
2016-05-11,129.8
2016-05-12,129
2016-05-13,137.1
2016-05-16,137.1
2016-05-17,134
2016-05-18,133.2
2016-05-19,135.1
2016-05-20,131.2
2016-05-24,131.5
2016-05-25,131.5
2016-05-26,132.1
2016-05-27,132.5
2016-05-30,133.4
2016-06-01,131.5
2016-06-03,130
2016-06-06,129.9
2016-06-07,129.9
2016-06-08,131.4
2016-06-09,125.2
2016-06-10,125.2
2016-06-13,125.2
2016-06-15,125.2
2016-06-16,124
2016-06-17,125
2016-06-20,125.5
2016-06-21,129.3
2016-06-22,126.1
2016-06-23,127
2016-06-24,126
2016-06-27,125
2016-06-28,123.2
2016-06-29,121.1
2016-06-30,123.5
2016-07-01,127.8
2016-07-04,127.8
2016-07-05,126
2016-07-07,127.9
2016-07-08,127.5
2016-07-11,127.5
2016-07-12,125.8
2016-07-13,125
2016-07-14,123
2016-07-15,123.5
2016-07-18,124.1
2016-07-20,124.1
2016-07-21,124.1
2016-07-22,125
2016-07-25,123
2016-07-26,123
2016-07-28,123
2016-07-29,123
2016-08-01,124
2016-08-02,125.5
2016-08-03,125.5
2016-08-04,125.5
2016-08-05,125.5
2016-08-08,125.5
2016-08-09,125.5
2016-08-10,130
2016-08-11,128.7
2016-08-12,130.1
2016-08-15,126.7
2016-08-16,126.2
2016-08-18,128
2016-08-19,125
2016-08-22,126.2
2016-08-23,127
2016-08-24,126
2016-08-25,128
2016-08-26,122.6
2016-08-29,122.6
2016-08-31,126.9
2016-09-01,126.9
2016-09-02,124.5
2016-09-05,124.8
2016-09-06,124.8
2016-09-07,126
2016-09-08,126.6
2016-09-09,126.8
2016-09-13,126.8
2016-09-14,126.5
2016-09-19,126
2016-09-20,125
2016-09-21,122.5
2016-09-22,123
2016-09-23,122
2016-09-26,125.2
2016-09-27,122
2016-09-28,120
2016-09-29,121
2016-09-30,118
2016-10-03,122
2016-10-04,122
2016-10-05,124.4
2016-10-06,123.7
2016-10-07,121
2016-10-10,120
2016-10-11,120
2016-10-12,120
2016-10-13,117.5
2016-10-14,119.3
2016-10-17,117.1
2016-10-18,117.4
2016-10-20,118.5
2016-10-21,119.2
2016-10-24,114.3
2016-10-25,115
2016-10-26,115.3
2016-10-31,116
2016-11-01,115
2016-11-02,113.3
2016-11-03,112.2
2016-11-08,115.4
2016-11-10,112.5
2016-11-11,112.5
2016-11-15,112.5
2016-11-16,112.4
2016-11-17,112.4
2016-11-18,112.4
2016-11-21,112.4
2016-11-23,109.9
2016-11-24,109
2016-11-25,109
2016-11-28,109
2016-11-29,109
2016-11-30,105
2016-12-02,105.1
2016-12-05,105.1
2016-12-08,105.6
2016-12-14,105.6
2016-12-15,105
2016-12-20,102.6
2016-12-21,105
2016-12-22,103.5
2016-12-28,103.2
2016-12-30,100.1
2017-01-03,100.1
2017-01-04,100.2
2017-01-05,107.2
2017-01-06,100.1
2017-01-09,99.7
2017-01-11,104.6
2017-01-13,104.9
2017-01-16,104.9
2017-01-17,104.9
2017-01-18,104.9
2017-01-19,100.1
2017-01-20,100.1
2017-01-23,105
2017-01-24,105
2017-01-25,100.6
2017-01-26,104
2017-01-27,100
2017-01-30,100
2017-02-01,100
2017-02-03,99
2017-02-07,96.2
2017-02-08,96.2
2017-02-09,97
2017-02-13,97
2017-02-14,97
2017-02-17,95.1
2017-02-20,95.1
2017-02-21,95
2017-02-22,93.1
2017-02-23,95
2017-02-27,96.8
2017-02-28,94.1
2017-03-01,94
2017-03-02,92
2017-03-03,93
2017-03-06,92
2017-03-07,91
2017-03-08,90.5
2017-03-09,90.1
2017-03-10,89
2017-03-13,87.3
2017-03-14,87.2
2017-03-16,87.2
2017-03-17,87.5
2017-03-20,87
2017-03-21,87
2017-03-22,87
2017-03-23,85.6
2017-03-24,85.6
2017-03-27,85.6
2017-03-29,88
2017-03-30,88
2017-03-31,88.2
2017-04-05,90.1
2017-04-06,90.1
2017-04-07,99.6
2017-04-11,98
2017-04-12,100
2017-04-17,98.9
2017-04-18,98
2017-04-20,98
2017-04-21,100
2017-04-24,100
2017-04-26,100.1
2017-04-27,100
2017-04-28,100.3
2017-05-02,100
2017-05-03,100
2017-05-04,100
2017-05-08,97
2017-05-09,97
2017-05-12,97
2017-05-17,97
2017-05-18,98
2017-05-19,97
2017-05-22,97
2017-05-23,101.8
2017-05-24,101.8
2017-05-25,102
2017-05-26,102
2017-05-29,109
2017-05-30,104.1
2017-05-31,103.1
2017-06-01,103.1
2017-06-06,97.1
2017-06-09,97
2017-06-12,98
2017-06-13,98
2017-06-14,96.2
2017-06-15,96.2
2017-06-16,98
2017-06-20,98
2017-06-21,98
2017-06-22,98
2017-06-23,98
2017-06-27,99.6
2017-06-28,99.6
2017-06-29,98
2017-07-03,98
2017-07-04,98
2017-07-05,91
2017-07-06,92
2017-07-07,92
2017-07-10,93.5
2017-07-11,97.9
2017-07-12,95.5
2017-07-13,99.8
2017-07-14,99.8
2017-07-17,99.8
2017-07-18,99.8
2017-07-20,99.8
2017-07-24,99.8
2017-07-25,99.9
2017-07-26,99.9
2017-07-27,96.9
2017-07-28,96.7
2017-08-01,96.7
2017-08-02,96.1
2017-08-03,96
2017-08-04,95.5
2017-08-08,95.5
2017-08-11,95.5
2017-08-14,95.5
2017-08-15,95.5
2017-08-16,95.5
2017-08-18,95.8
2017-08-21,95.8
2017-08-23,95.6
2017-08-24,95.3
2017-08-25,95.3
2017-08-28,95.3
2017-08-29,95.3
2017-08-30,95.3
2017-09-04,95.3
2017-09-06,95
2017-09-07,93
2017-09-12,90.9
2017-09-13,86.2
2017-09-14,94
2017-09-15,95
2017-09-18,95
2017-09-19,95.6
2017-09-20,95.4
2017-09-21,95
2017-09-22,95.4
2017-09-25,95.4
2017-09-26,95.3
2017-09-28,95.3
2017-09-29,95.3
2017-10-02,93.8
2017-10-03,92.5
2017-10-04,94.3
2017-10-06,92.6
2017-10-09,92.6
2017-10-10,92.6
2017-10-12,94
2017-10-13,93
2017-10-17,93
2017-10-19,95
2017-10-20,95
2017-10-23,93
2017-10-26,93.2
2017-10-27,93
2017-10-31,90.9
2017-11-02,91
2017-11-06,91
2017-11-07,90.2
2017-11-08,90.3
2017-11-09,90.3
2017-11-10,90
2017-11-13,92
2017-11-14,90.8
2017-11-15,90
2017-11-16,88.1
2017-11-17,88.2
2017-11-21,88
2017-11-22,88
2017-11-23,85.3
2017-11-24,85.3
2017-11-27,85.3
2017-11-28,87.3
2017-11-29,87.3
2017-11-30,87
2017-12-04,87
2017-12-05,85
2017-12-06,85
2017-12-07,85
2017-12-08,85
2017-12-11,85
2017-12-12,84.5
2017-12-13,86.8
2017-12-14,85
2017-12-15,85
2017-12-18,88
2017-12-19,88
2017-12-20,88
2017-12-21,84.5
2017-12-22,84.5
2017-12-29,84.5
2018-01-02,84.5
2018-01-03,84.5
2018-01-05,84.5
2018-01-08,71.5
2018-01-09,71.5
2018-01-10,83
2018-01-12,83
2018-01-16,83
2018-01-17,83
2018-01-18,83
2018-01-23,86
2018-01-25,81.1
2018-01-29,81.2
2018-02-06,81.2
2018-02-12,81.2
2018-02-14,81.2
2018-02-15,83.2
2018-02-16,90
2018-02-19,90
2018-02-20,85.1
2018-02-21,85.1
2018-02-22,85.1
2018-02-23,85.1
2018-02-26,85.4
2018-03-02,85.4
2018-03-06,86
2018-03-07,86
2018-03-08,85
2018-03-09,85
2018-03-13,85.4
2018-03-15,85.4
2018-03-16,91.6
2018-03-21,91.6
2018-03-22,87
2018-03-26,87
2018-03-27,87
2018-03-28,87
2018-03-29,84.3
2018-04-03,88
2018-04-06,85.5
2018-04-12,85.2
2018-04-16,86
2018-04-17,85.2
2018-04-18,90
2018-04-19,88
2018-04-23,90
2018-04-25,85.7
2018-04-26,85.9
2018-04-27,86
2018-05-03,86
2018-05-04,86.1
2018-05-10,86.1
2018-05-14,88
2018-05-17,85
2018-05-18,85
2018-05-23,82.9
2018-05-24,84
2018-05-25,84
2018-05-30,86
2018-06-01,84
2018-06-04,83.5
2018-06-06,83.6
2018-06-07,83.6
2018-06-08,81.5
2018-06-12,88.9
2018-06-20,78
2018-06-21,79.5
2018-06-22,79
2018-06-26,78.1
2018-06-29,77
2018-07-02,77
2018-07-04,77
2018-07-05,77
2018-07-09,73.1
2018-07-11,73.1
2018-07-12,75.5
2018-07-13,75.5
2018-07-16,75
2018-07-19,76
2018-07-20,76
2018-07-23,73
2018-07-24,73
2018-07-25,73.2
2018-07-26,75
2018-07-30,75
2018-07-31,75
2018-08-01,74
2018-08-02,74
2018-08-03,74.1
2018-08-06,74.1
2018-08-07,75.5
2018-08-08,74
2018-08-09,74.1
2018-08-10,73
2018-08-15,72.8
2018-08-16,71
2018-08-17,70
2018-08-20,70
2018-08-21,70
2018-08-23,70
2018-08-24,70
2018-08-27,70
2018-08-28,70
2018-08-29,70
2018-08-30,70
2018-09-04,73.8
2018-09-05,73.9
2018-09-10,73.9
2018-09-12,74.9
2018-09-13,74.9
2018-09-17,74.9
2018-09-18,71
2018-09-20,71
2018-09-21,71
2018-09-28,71
2018-10-02,71
2018-10-03,71
2018-10-04,71
2018-10-08,71
2018-10-10,71
2018-10-12,71
2018-10-15,71
2018-10-16,71
2018-10-17,71
2018-10-18,71
2018-10-22,72.6
2018-10-23,72.6
2018-10-25,70.4
2018-10-29,72
2018-10-31,72
2018-11-01,70.8
2018-11-02,69
2018-11-05,69
2018-11-07,69.2
2018-11-08,69.2
2018-11-09,69.2
2018-11-12,70.3
2018-11-13,70
2018-11-15,70
2018-11-16,69.5
2018-11-21,69.5
2018-11-23,60.6
2018-11-26,64.3
2018-11-27,61.2
2018-11-28,60.1
2018-11-29,58.6
2018-11-30,55.8
2018-12-03,58.8
2018-12-04,59.1
2018-12-05,60.8
2018-12-06,60.7
2018-12-07,57.2
2018-12-10,60
2018-12-11,60.5
2018-12-13,60.5
2018-12-14,60.5
2018-12-17,60
2018-12-21,58.3
2018-12-31,57.7
2019-01-02,58.1
2019-01-04,57.1
2019-01-07,56.8
2019-01-08,56
2019-01-09,57
2019-01-10,56.5
2019-01-11,56.5
2019-01-14,56.5
2019-01-16,56.5
2019-01-21,56.5
2019-01-23,56.5
2019-01-24,57.8
2019-01-25,57.8
2019-01-29,57.8
2019-01-30,57.8
2019-01-31,57.8
2019-02-01,57.8
2019-02-05,59.1
2019-02-06,63
2019-02-07,63
2019-02-08,59.6
2019-02-11,59.6
2019-02-12,58.1
2019-02-15,58.1
2019-02-20,58.1
2019-02-21,58.1
2019-02-22,57.5
2019-02-27,57.5
2019-02-28,57.5
2019-03-01,57.6
2019-03-05,57.6
2019-03-07,57.6
2019-03-08,57.6
2019-03-11,58.9
2019-03-12,55
2019-03-13,54.2
2019-03-14,54.2
2019-03-15,55.2
2019-03-18,51.5
2019-03-19,51.5
2019-03-21,52.5
2019-03-22,52.5
2019-03-25,51.4
2019-03-26,52.5
2019-03-28,52.5
2019-03-29,52
